"city","description","neighbourhood_cleansed"
"Melbourne","Discover the vibrant charm of Hawthorn from this modern one-bedroom apartment. Perfect for short or extended stays, it features a spacious balcony and is a 15-minute tram ride to Melbourne’s city center. Enjoy contemporary comfort and cleanliness, plus a prime location just 5 minutes from Glenferrie Road's shops, cafes, bars, Lido Cinema, and train station. Explore Hawthorn’s historic, leafy streets and seven connected parks offering playgrounds, walking paths, and diverse gardens.","Boroondara"
"Melbourne","This apartment offers a cosy and stylish stay in the Melbourne central business district. This studio is fully furnished making it the perfect base for your inner city Melbourne stay. The location is close to Crown Casino, Melbourne Aquarium, Southbank, Southern Cross Station and a  plethora of cafes, restaurants and bars.<br />Tram services are available from the front of the apartment building.","Melbourne"
"Melbourne","Welcome to South Yarra-Esque! Enjoy a comfortable stay in this bright 2-bedroom, 2-bathroom apartment in the boutique Esque building, South Yarra. Features include open-plan living, master ensuite, a private balcony, built-in robes, a modern kitchen, internal laundry, and air conditioning. Set on vibrant Chapel Street, only steps to cafés, shops, and trams. It’s the perfect base for a city getaway or work trip.","Stonnington"
"Melbourne","Luxury and modern designed apartment, which is a residential opportunity above and beyond anything yet seen in the Melbourne CBD. <br /><br />Walking distance to everywhere, supermarket just downstairs, restaurants around. Most convenient location in CBD.<br /><br />We provide high quality beds and mattress, hotel level bedding.<br />Miele brand oven and gas stove.<br />Smart tv and comfortable environment in living room.<br />2 bedrooms and 2 bathroom, suitable for family and friends.","Melbourne"
"Melbourne","Located at 32nd floor at prominent Freshwater Place apartment Melbourne Southbank, this water front apartment will be your perfect stay in Melbourne. Located just minutes away from Crown Casino, Southbank water side walk, and a stone throw away from CBD. Furnished with king sized bed and extra bed upon request, enjoy your morning coffee and comfort of stay at one of Melbourne iconic apartment.","Melbourne"
"Melbourne","My apartment is a part of modern secure block located only 20 mins away from Melbourne CBD and easily accessible through train which is only 5 mins walk away. You'll love the ease of access to this place and also feel at home with every service at your disposal including Netflix and Internet. <br />I work full time Monday to Friday, so you'll privacy most of the time. <br /><br />P.S: Female guests only.","Moonee Valley"
"Melbourne","Elevate your Melbourne stay in this stunning 57th-floor 3-bedroom CBD apartment, styled with modern décor and premium finishes. Designed for both work and leisure, it features a dedicated desk, fast Wi-Fi, and a private balcony with sweeping city views. Just minutes from Carlton Gardens, Flagstaff Gardens, and trams, this spacious retreat offers seamless access across Melbourne.","Melbourne"
"Melbourne","**Please Note**  All the bed linen, towels & pillows are brand new (May 2022) and completely Airbnb exclusive, and the apartment is thoroughly clean. <br /><br />Welcome to our humble abode! <br />As Melbourne gets its groove back, enjoy the lifestyle and then retreat to a calm & quiet home!<br />Away from the bustle of St Kilda, yet close enough to still easily get amongst it, our apartment is near shops, trams, the beach and the city. <br />We have 2 relaxing balconies and a carport - and a lovely, peaceful vibe.","Port Phillip"
"Melbourne","This 2 bedroom, 2 bathroom apartment comes with one FREE parking which is very uncommon for Melbourne CBD apartment, saving money for our guests if they have a car and is ideal accomodation for family/group travellers. We provide Free high speed WIFI and Netflix has been set up separately for both Adults and Kids, so adults do not need to worry your little ones will watch something they are not meant to watch. <br /><br />Our apartment is located at heart of CBD where there are many restaurants, cafes, bars & shopping all within walking distance! Its great for families as guests can choose to stay in & watch a movie & enjoy our welcome bottle of wine; or you can take a tram for free to explore the city, as it is within the free tram zone. There is everything our guests need made available from a fully stocked kitchen to guest amenities to linen to towels & amazing city view & 1 min walk to Melbourne Central Station.","Melbourne"
"Melbourne","Relax with the whole family at this peaceful place to stay.","Greater Dandenong"
"Melbourne","Light-filled double brick semi-detached home set high on a rise with lovely views over to the West. On a quiet tree-lined street with lockable sliding front gate. This home would be ideal for a family or a couple who would like somewhere nice and spacious. Two couples could stay here too and some kids. There is one King bed with ensuite and ceiling fan and a Queen bed in another bedroom. In the child’s bedroom there is a King single bed with King single trundle bed (that can be raised on legs).","Darebin"
"Melbourne","Brunswick townhouse in an amazing location perfect for 1 or 2 people. Has everything you need for a great stay in Melbourne. <br /><br />Please note it is a home not an Ikea catalogue.  While it tastefully furnished and very comfortable, it is also a bit rustic- an older style place. I love this home though and hope you will too.<br /><br />Plenty of free on street parking available. Please send a message on booking request to introduce yourself and ask anything you may need to about the place. Thanks","Moreland"
"Melbourne","Charming well-equipped weatherboard home with great undercover outdoor entertaining area and beautiful yard backing on to Graceburn creek. Open plan living, dining and kitchen, two bathrooms and three bedrooms (2 with queen beds and another with two single beds).  The property is in a quiet position one kilometre from the main street. Powerful split system air conditioning in living area and master bedroom and portable AC in the other two bedrooms in summer. Open fire and fire pit for winter.","Yarra Ranges"
"Melbourne","Centennary Residence is a converted dairy and one of the first Milk Bars in Australia. As a heritage building this unique property has been transformed to provide prestige hotel style accommodation with a focus on comfortable, luxurious amenities. Closely appointed to bicycle tracks, parklands and only 10 km from the city by car or if you prefer, it is walking distance to either train or tram rides into Melbourne. The Yarra Valley and Dandenong Ranges can also be reached within the hour.","Darebin"
"Melbourne","You will be Surrounded with Luxury as soon as you step into the Lobby. 181 Fitzroy St -  unlike other apartments, the combination of top amenities, quality builds and a golden location in St Kilda Vic.<br /><br />Breathtaking infinity swimming pool on the Roof deck will provide residents with abundant opportunities for private sanctuary or gatherings with friends. <br /><br />Across the road from Albert Park Lake, Formula F1 Racing, walking distance to St Kilda Beach, Luna Park, Shops, Restaurants and Pubs.","Port Phillip"
"Melbourne","Luxury 2 bedroom Airbnb located in the heart of Northcote, 5 minute walk famous High Street with Cafes, Bars, Shopping, Restaurants, Supermarkets, Cinema and more! With a 15 minute tram to CBD. <br /><br />Stacked with high end furniture, 2 Queen sized beds and a fold out couch all with Egyptian cotton sheets, covers etc…<br /><br />State of the art 65” Smart TV with streaming services, YouTube, Art mode and more! <br /><br />Kitchen is full of amenities with indoor and outdoor dining available.","Darebin"
"Melbourne","Step inside to be greeted by an open-plan living area adorned with stylish wood furnishings and industrial accents. High ceilings and large windows flood the space with natural light, creating a warm & inviting atmosphere. Wander outside to our big balcony with ample space for family to mingle. The District shopping center is just a stone's throw away, offering supermarkets, restaurants, retail and entertainment. Frequent tram service just downstairs connects you to the rest of the vibrant CBD.","Melbourne"
